FIRETYPE,SEASON,FIRE_NO,NAME,START_DATE,STRTDATIT,TREAT_TYPE,FIREKEY,DSE_ID,CFA_ID,AREA_HA,latitude,longitude,WStation,Year,Month,Day
BUSHFIRE,2017,32,BARANDUDA - BARANDUDA RANGE TRACK,3/2/2017,20170302,FIRE,W201734032,920720,,0.157,-36.24690933,146.8746446,ALBURY AIRPORT AWS,2017,3,2
BUSHFIRE,2017,32,GLENROWAN RIDGE TRACK,12/20/2016,20161220,FIRE,W201737032,917222,,1.2163,-36.42070407,146.2147519,WANGARATTA AERO,2016,12,20
BUSHFIRE,2016,61,MT BRUNO - JONES RD,12/20/2015,20151220,FIRE,W201637061,887780,1552677,3.3494,-36.33900637,146.1519108,WANGARATTA AERO,2015,12,20
BUSHFIRE,2018,49,OVENS 49 - BEECHWORTH - WARNERS TRACK,1/23/2018,20180123,FIRE,W201834049,935865,,0.0724,-36.27098678,146.6278947,RUTHERGLEN RESEARCH,2018,1,23
BUSHFIRE,2016,2,BAILIESTON - REEDY LAKE,8/18/2015,20150818,FIRE,W2016992,,,13.9893,-36.71355704,145.0919874,SHEPPARTON AIRPORT,2015,8,18
BUSHFIRE,2017,35,KATAMATITE - FIELDS RD,12/21/2016,20161221,FIRE,W201737035,917308,,13.674,-36.03541885,145.6778623,YARRAWONGA,2016,12,21
BUSHFIRE,2016,,NSW - Granuaille Mountain,12/15/2015,20151215,FIRE,,,,232.4798,-36.43637144,148.1289845,CORRYONG AIRPORT,2015,12,15
BUSHFIRE,2016,11,GLEN WILLS - OMEO HIGHWAY,1/12/2016,20160112,FIRE,W201636011,890013,,1.501,-36.80410794,147.4850512,FALLS CREEK,2016,1,12
BUSHFIRE,2016,11,TUNGAMAH MAIN ROAD TUNGAMAH,9/29/2015,20150929,FIRE,W201637011,884977,,5.6913,-36.1602152,145.861147,YARRAWONGA,2015,9,29
BUSHFIRE,2016,119,YARRAWONGA- BOURKES BEND TWIN BRIDGE TRACK,1/28/2016,20160128,FIRE,W201637119,891407,,3.1523,-35.990025,145.8327532,YARRAWONGA,2016,1,28
BUSHFIRE,2016,12,WAHGUNYAH - RESERVE ROAD,11/26/2015,20151126,FIRE,W201634012,886401,,8.9297,-36.02114637,146.3887904,RUTHERGLEN RESEARCH,2015,11,26
BUSHFIRE,2016,13,BUCKLAND - GOLDIES SPUR,12/1/2015,20151201,FIRE,W201634013,886587,,0.1702,-36.81224573,146.8171755,EDI UPPER,2015,12,1
BUSHFIRE,2016,14,BONNIE DOON - KIERNANS RD,10/6/2015,20151006,FIRE,W201637014,885205,1539670,37.8932,-36.99001606,145.8783355,STRATHBOGIE,2015,10,6
BUSHFIRE,2016,14,CORRYONG - MT. TEMPEST,2/12/2016,20160212,FIRE,W201636014,892195,,6.7849,-36.46522538,148.0205922,CORRYONG AIRPORT,2016,2,12
BUSHFIRE,2016,16,ALEXANDRA - SWANN ROAD,12/14/2015,20151214,FIRE,W201638016,887147,,10.2652,-37.17953879,145.6889747,STRATHBOGIE,2015,12,14
BUSHFIRE,2016,16,FEATHERTOP - RAZORBACK NORTH,12/1/2015,20151201,FIRE,W201634016,886611,,1.0458,-36.86525876,147.1469774,FALLS CREEK,2015,12,1
BUSHFIRE,2016,62,EUROBIN CREEK TRACK,4/19/2016,20160419,FIRE,W201634062,899004,,5.7683,-36.67337179,146.8675606,EDI UPPER,2016,4,19
BUSHFIRE,2016,179,TOOLAMBA-UNION RD WEST,3/29/2016,20160329,FIRE,W201637179,897995,,2.0696,-36.50250001,145.3672184,SHEPPARTON AIRPORT,2016,3,29
BUSHFIRE,2016,19,MOUNT USEFUL - GREEN HILLS ROAD,1/1/2016,20160101,FIRE,W201644019,888436,,2.6809,-37.62501396,146.5173413,MOUNT BULLER,2016,1,1
BUSHFIRE,2016,2,ABBEYARD - CAMP CREEK TRACK,10/3/2015,20151003,FIRE,W201634002,885033,,10.5243,-36.93843687,146.7645006,EDI UPPER,2015,10,3
BUSHFIRE,2016,2,MOOROOPNA - COOMA TRK,7/4/2015,20150704,FIRE,W201637002,882364,,0.1326,-36.31778053,145.3585137,SHEPPARTON AIRPORT,2015,7,4
BUSHFIRE,2016,21,TOOLAMBA-WAUGH RD,10/22/2015,20151022,FIRE,W201637021,885577,,5.49,-36.45301492,145.355278,SHEPPARTON AIRPORT,2015,10,22
BUSHFIRE,2016,22,HASLERS RD,12/6/2015,20151206,FIRE,W201634022,886767,1549699,23.4887,-36.12393708,146.4886114,RUTHERGLEN RESEARCH,2015,12,6
BUSHFIRE,2016,22,WONNANGATTA - DRY RIVER,1/1/2016,20160101,FIRE,W201644022,888475,,10.2983,-37.18634194,146.8181592,MOUNT BULLER,2016,1,1
BUSHFIRE,2016,25,BARNAWARTHA - INDIGO CREEK ROAD,12/20/2015,20151220,FIRE,W201634025,887742,,6707.9164,-36.19573451,146.7328377,RUTHERGLEN RESEARCH,2015,12,20
BUSHFIRE,2016,25,CORRYONG BUNROY,4/3/2016,20160403,FIRE,W201636025,898290,,31.9161,-36.39526726,148.0358579,CORRYONG AIRPORT,2016,4,3
BUSHFIRE,2016,26,TALLANGATTA - PLATEAU ROAD,4/4/2016,20160404,FIRE,W201636026,898307,,2.5046,-36.17743536,147.2306825,ALBURY AIRPORT AWS,2016,4,4
BUSHFIRE,2016,3,BEECHWORTH - THREE MILE GRAVEL PITS,10/3/2015,20151003,FIRE,W201634003,885154,,0.368,-36.39705748,146.6778215,RUTHERGLEN RESEARCH,2015,10,3
BUSHFIRE,2016,33,EBDEN- MYERS HILL- CFA FIRE,1/4/2016,20160104,FIRE,W201634033,888654,,2.9491,-36.18839863,147.0235989,ALBURY AIRPORT AWS,2016,1,4
BUSHFIRE,2016,36,LENEVA - BREWERS RD,1/12/2016,20160112,FIRE,W201634036,890050,,142.3592,-36.22770558,146.8253159,ALBURY AIRPORT AWS,2016,1,12
BUSHFIRE,2016,38,"COBRAM - WONDAH ST, LITTLE TOMS",11/21/2015,20151121,FIRE,W201637038,886232,,4.5542,-35.90604649,145.6586336,YARRAWONGA,2015,11,21
BUSHFIRE,2016,46,MANSFIELD-RIFLE BUTTS RD,11/30/2015,20151130,FIRE,W201637046,886519,,0.2215,-37.08421019,146.0959661,MOUNT BULLER,2015,11,30
BUSHFIRE,2016,5,WANDILIGONG - MORSES CREEK ROAD,10/7/2015,20151007,FIRE,W201634005,885269,,7.551,-36.80064953,146.963707,FALLS CREEK,2015,10,7
BUSHFIRE,2016,50,BUNBARTHA-LOCH GARY,12/9/2015,20151209,FIRE,W201637050,886960,,36.8861,-36.22131289,145.3173461,SHEPPARTON AIRPORT,2015,12,9
BUSHFIRE,2016,51,MOOROOPNA NTH -MILNE TK,12/9/2015,20151209,FIRE,W201637051,886969,,2.5736,-36.33527566,145.3446505,SHEPPARTON AIRPORT,2015,12,9
BUSHFIRE,2016,52,FALLS CREEK-BUCKETY PLAIN,2/24/2016,20160224,FIRE,W201634052,895679,,2.0755,-36.95369933,147.3564903,FALLS CREEK,2016,2,24
BUSHFIRE,2016,52,TATONG - ODEAS ROAD,12/10/2015,20151210,FIRE,W201637052,887026,,0.2937,-36.69921061,146.1449056,BENALLA AIRPORT,2015,12,10
BUSHFIRE,2016,54,BENAMBRA - BELOKA ROAD,4/20/2016,20160420,FIRE,W201641054,899057,,15.6541,-36.833312,147.822561,DARTMOUTH RESERVOIR,2016,4,20
BUSHFIRE,2016,55,CHESHUNT SOUTH - MT VIEW,3/6/2016,20160306,FIRE,W201634055,896126,,3.4051,-36.89761933,146.4761976,EDI UPPER,2016,3,6
BUSHFIRE,2016,56,BOOROOLITE- DELATITE STATION,12/16/2015,20151216,FIRE,W201637056,887411,,18.5139,-37.10249775,146.1563375,MOUNT BULLER,2015,12,16
BUSHFIRE,2016,57,Benambra - Beloka Road 2,5/25/2016,20160525,FIRE,W201641054,283924,,0.5789,-36.83815232,147.8129206,DARTMOUTH RESERVOIR,2016,5,25
BUSHFIRE,2016,57,MOOROOPNA NORTH - DOUGAN ROAD,12/17/2015,20151217,FIRE,W201637057,887433,,0.987,-36.32230126,145.2954589,SHEPPARTON AIRPORT,2015,12,17
BUSHFIRE,2016,65,TUNNEL GAP ROAD,4/29/2016,20160429,FIRE,W201634065,899387,,0.7607,-36.43887068,146.9002648,ALBURY AIRPORT AWS,2016,4,29
BUSHFIRE,2016,66,MYRTLEFORD - MCCORMACKS LANE,4/29/2016,20160429,FIRE,W201634066,899392,,1.2293,-36.56604775,146.8416849,EDI UPPER,2016,4,29
BUSHFIRE,2016,58,Benambra - Beloka Road 3,5/25/2016,20160525,FIRE,W201641058,286716,,0.6802,-36.83586644,147.8132588,DARTMOUTH RESERVOIR,2016,5,25
BUSHFIRE,2016,59,Benambra - Beloka Road 4,5/25/2016,20160525,FIRE,W201641059,286717,,1.0397,-36.83339158,147.8176848,DARTMOUTH RESERVOIR,2016,5,25
BUSHFIRE,2016,60,SHEPPARTON - WANGANUI ROAD,12/20/2015,20151220,FIRE,W201637060,887718,,8.4482,-36.34951724,145.3789443,SHEPPARTON AIRPORT,2015,12,20
BUSHFIRE,2016,61,KERGUNYAH - JARVIS LANE,4/17/2016,20160417,FIRE,W201634061,898866,,25.3654,-36.32768413,146.9796065,ALBURY AIRPORT AWS,2016,4,17
BUSHFIRE,2016,61,MT BRUNO - JONES RD,12/20/2015,20151220,FIRE,W201637061,887780,1552677,0.1077,-36.34013465,146.1532531,WANGARATTA AERO,2015,12,20
BUSHFIRE,2016,63,MT BUGGERY,4/28/2016,20160428,FIRE,W201634063,899347,,16.8464,-36.90837652,146.7649697,EDI UPPER,2016,4,28
BUSHFIRE,2016,70,COOMBOONA - DEAD MAN`S TK,12/30/2015,20151230,FIRE,W201637070,888290,,0.9361,-36.26515983,145.3328532,SHEPPARTON AIRPORT,2015,12,30
BUSHFIRE,2016,73,MYRRHEE - FIFTEEN MILE CREEK CAMP,1/1/2016,20160101,FIRE,W201637073,888469,,0.0708,-36.70436902,146.2648718,EDI UPPER,2016,1,1
BUSHFIRE,2016,74,LIMA EAST - LIGHTNING RIDGE TRACK,1/2/2016,20160102,FIRE,W201637074,888571,,0.0542,-36.81624786,145.9768766,STRATHBOGIE,2016,1,2
BUSHFIRE,2016,75,LIMA EAST - LIGHTNING RIDGE TRACK - 2,1/2/2016,20160102,FIRE,W201637075,888579,,0.0293,-36.81739283,145.9766604,STRATHBOGIE,2016,1,2
BUSHFIRE,2016,999,GHIN GHIN RD,10/8/2015,20151008,FIRE,W201610999,,1539696,1.4518,-37.08569027,145.3055438,STRATHBOGIE,2015,10,8
BUSHFIRE,2017,30,KOTUPNA - FRASERS ROAD,12/20/2016,20161220,FIRE,W201737030,917198,,1.527,-36.16692145,145.1750137,SHEPPARTON AIRPORT,2016,12,20
BUSHFIRE,2017,1,LAKE BUFFALO - YARRARABULA CK RD,11/5/2016,20161105,FIRE,W201734001,915845,,3.4975,-36.75545621,146.6964246,EDI UPPER,2016,11,5
BUSHFIRE,2017,145,NATHALIA - SHEEPWASH CREEK,4/6/2017,20170406,FIRE,W201737145,922237,,4.4944,-36.10114193,145.188863,SHEPPARTON AIRPORT,2017,4,6
BUSHFIRE,2017,17,MERTON - GOLDSTRAWS RD,1/8/2017,20170108,FIRE,W201738017,918086,,13.6702,-37.01231174,145.695943,STRATHBOGIE,2017,1,8
BUSHFIRE,2017,199,WANGARATTA - PHILLIPSON STREET,5/15/2017,20170515,FIRE,W201737199,922893,,0.8577,-36.33178562,146.3135336,WANGARATTA AERO,2017,5,15
BUSHFIRE,2017,2,BENAMBRA - BELOKA ROAD 1,11/2/2016,20161102,FIRE,W201741002,915799,,0.0245,-36.80487229,147.8773178,DARTMOUTH RESERVOIR,2016,11,2
BUSHFIRE,2017,2,BENAMBRA - BELOKA ROAD 1,11/2/2016,20161102,FIRE,W201741002,915799,,0.3003,-36.8025458,147.8820213,DARTMOUTH RESERVOIR,2016,11,2
BUSHFIRE,2017,2,BENAMBRA - BELOKA ROAD 1,11/2/2016,20161102,FIRE,W201741002,915799,,0.057,-36.80003288,147.8856187,DARTMOUTH RESERVOIR,2016,11,2
BUSHFIRE,2017,2,BENAMBRA - BELOKA ROAD 1,11/2/2016,20161102,FIRE,W201741002,915799,,0.5237,-36.79898957,147.8873818,DARTMOUTH RESERVOIR,2016,11,2
BUSHFIRE,2017,20,TARNOOK-BURNESS ROAD,12/10/2016,20161210,FIRE,W201737020,916738,,20.8867,-36.51475283,145.8959512,BENALLA AIRPORT,2016,12,10
BUSHFIRE,2017,22,MITTA MITTA - CALLAGHAN CREEK TRACK,2/19/2017,20170219,FIRE,W201736022,919952,,0.7152,-36.3959413,147.4248216,DARTMOUTH RESERVOIR,2017,2,19
BUSHFIRE,2017,3,LENEVA - WARDS TRACK,12/4/2016,20161204,FIRE,W201734003,916550,,0.0772,-36.24010315,146.8614721,ALBURY AIRPORT AWS,2016,12,4
BUSHFIRE,2017,43,Omeo - Kosciusko Lookout,1/23/2017,20170123,FIRE,W20171043,751243,,0.1061,-37.12732175,147.5341743,FALLS CREEK,2017,1,23
BUSHFIRE,2017,43,Omeo - Kosciusko Lookout,1/23/2017,20170123,FIRE,W20171043,751243,,0.0629,-37.12704487,147.533414,FALLS CREEK,2017,1,23
BUSHFIRE,2017,5,INDIGO VALLEY - LONG GULLY RD,12/12/2016,20161212,FIRE,W201734005,916759,,12.5973,-36.16953714,146.7642474,ALBURY AIRPORT AWS,2016,12,12
BUSHFIRE,2017,6,CHILTERN - BARAMBOGIE RD,12/20/2016,20161220,FIRE,W201734006,917242,,0.5951,-36.20234474,146.5640509,RUTHERGLEN RESEARCH,2016,12,20
BUSHFIRE,2017,6,TANGAMBALANGA - GENTLE ROAD,1/1/2017,20170101,FIRE,W201736006,917693,1610247,145.5406,-36.25987379,147.0625498,ALBURY AIRPORT AWS,2017,1,1
BUSHFIRE,2017,65,MOOROOPNA - PYKE RD,1/8/2017,20170108,FIRE,W201737065,918075,,1.9466,-36.42422832,145.3513731,SHEPPARTON AIRPORT,2017,1,8
BUSHFIRE,2017,72,COOMBOONA-THOMPSON TK,1/20/2017,20170120,FIRE,W201737072,918401,,8.6153,-36.27255618,145.3255713,SHEPPARTON AIRPORT,2017,1,20
BUSHFIRE,2017,8,BEECHWORTH - FLAT ROCK CONTROL,1/4/2017,20170104,FIRE,W201734008,917813,,21.9425,-36.3522582,146.6376108,RUTHERGLEN RESEARCH,2017,1,4
BUSHFIRE,2017,999,LURG - BOSTOCK ROAD,11/30/2016,20161130,FIRE,W201705999,,1603888,7.1372,-36.60956765,146.1542686,BENALLA AIRPORT,2016,11,30
BUSHFIRE,2018,103,GOULBURN 103 - WINTON - LURG RD,1/7/2018,20180107,FIRE,W201837103,934267,,82.9671,-36.53824978,146.0891299,BENALLA AIRPORT,2018,1,7
BUSHFIRE,2018,20,TAMBO 20 - BUNDARA - EMU CREEK TRACK,11/13/2017,20171113,FIRE,W201841020,931203,,0.1308,-37.02132002,147.4685516,FALLS CREEK,2017,11,13
BUSHFIRE,2018,20,UPPER MURRAY 20 - TALLANGATTA SOUTH - WRIGHTS,1/23/2018,20180123,FIRE,W201836020,935871,,0.4189,-36.292961,147.2950193,HUNTERS HILL,2018,1,23
BUSHFIRE,2018,105,GOULBURN 105 - THE PINNACLE - PINNACLE TK,1/8/2018,20180108,FIRE,W201837105,934283,,0.7873,-37.08617657,146.3927481,MOUNT BULLER,2018,1,8
BUSHFIRE,2018,107,GOULBURN 107 - BARRAGUNDA - GONZAGA RIDGE TRACK,1/9/2018,20180109,FIRE,W201837107,934455,,0.0719,-37.01009745,146.3010404,MOUNT BULLER,2018,1,9
BUSHFIRE,2018,129,GOULBURN 129 - SWANPOOL - WARNOCK RD,1/22/2018,20180122,FIRE,W201837129,935764,,30.4868,-36.78612296,146.0333264,STRATHBOGIE,2018,1,22
BUSHFIRE,2018,136,GOULBURN 136 - KITHBROOK - SUGARLOAF ROAD,1/25/2018,20180125,FIRE,W201837136,936080,,3.3195,-36.80915642,145.6811025,STRATHBOGIE,2018,1,25
BUSHFIRE,2018,150,GOULBURN 150 - BUNDALONG - BUNDALONG,2/9/2018,20180209,FIRE,W201837150,937030,,3.2329,-36.01463329,146.1318486,YARRAWONGA,2018,2,9
BUSHFIRE,2018,16,UPPER MURRAY 16 - ESKDALE - SMYTHES ROAD,1/8/2018,20180108,FIRE,W201836016,934312,,0.2294,-36.52247064,147.1941629,DARTMOUTH RESERVOIR,2018,1,8
BUSHFIRE,2018,171,GOULBURN 171 - BOOROLITE - DESMONDS ROAD,3/11/2018,20180311,FIRE,W201837171,937949,,2.0452,-37.16772661,146.2388003,MOUNT BULLER,2018,3,11
BUSHFIRE,2018,25,UPPER MURRAY 25 - BURROWYE - MT ALFRED,1/29/2018,20180129,FIRE,W201836025,936641,,16.1833,-36.01569814,147.5860283,HUNTERS HILL,2018,1,29
BUSHFIRE,2018,17,UPPER MURRAY 17 - DARTMOUTH - GIBB RANGE,1/8/2018,20180108,FIRE,W201836017,934326,,0.0434,-36.45824508,147.6868183,DARTMOUTH RESERVOIR,2018,1,8
BUSHFIRE,2018,19,MACALISTER 19 - HOTHAM HEIGHTS - DARGO HIGH PLAINS ROAD,11/23/2017,20171123,FIRE,W201844019,931569,,17.8343,-37.03999574,147.0771137,FALLS CREEK,2017,11,23
BUSHFIRE,2018,198,GOULBURN 198 - PEECHELBA - LOOP TRACK,4/1/2018,20180401,FIRE,W201837198,938988,,1.6063,-36.13253524,146.2393662,YARRAWONGA,2018,4,1
BUSHFIRE,2018,21,UPPER MURRAY 21 - GRANYA - MT GRANYA RD,1/24/2018,20180124,FIRE,W201836021,935968,,0.2273,-36.13031121,147.273193,HUNTERS HILL,2018,1,24
BUSHFIRE,2018,257,GOULBURN 257 - THOONA - THOONA-BOWEYA RD,4/12/2018,20180412,FIRE,W201837257,939741,,169.0988,-36.31267188,146.1027891,WANGARATTA AERO,2018,4,12
BUSHFIRE,2018,229,GOULBURN 229 - BUNBARTHA - LOCH GARRY,4/3/2018,20180403,FIRE,W201837229,939284,,18.338,-36.22818224,145.3045861,SHEPPARTON AIRPORT,2018,4,3
BUSHFIRE,2018,23,MACALISTER 23 - CROOKED RIVER - SAWMILL SPUR TRACK,11/24/2017,20171124,FIRE,W201844023,931670,,4.233,-37.23486397,147.1656183,FALLS CREEK,2017,11,24
BUSHFIRE,2018,23,TAMBO 23 - OMEO - GROVES GAP ROAD,11/14/2017,20171114,FIRE,W201841023,931264,,0.1288,-37.24756015,147.4241318,FALLS CREEK,2017,11,14
BUSHFIRE,2018,271,GOULBURN 271 - BUNGEET - BUNGEET ROAD,5/3/2018,20180503,FIRE,W201837271,940198,,53.043,-36.3670411,145.9964487,BENALLA AIRPORT,2018,5,3
BUSHFIRE,2018,3,UPPER MURRAY 3 - TALLANGATTA VALLEY - BUCHEEN CREEK,9/25/2017,20170925,FIRE,W201836003,930267,,18.7125,-36.42532234,147.6307764,DARTMOUTH RESERVOIR,2017,9,25
BUSHFIRE,2018,37,UPPER MURRAY 37 - NARIEL VALLEY - MURTAGHS TRACK,4/7/2018,20180407,FIRE,W201836037,939529,,1.608,-36.45685375,147.713002,DARTMOUTH RESERVOIR,2018,4,7
BUSHFIRE,2018,36,UPPER MURRAY 36 - NARIEL VALLEY - GIBB RANGE,4/7/2018,20180407,FIRE,W201836036,939527,,12.2034,-36.45946717,147.7348053,DARTMOUTH RESERVOIR,2018,4,7
BUSHFIRE,2018,38,MACALISTER 38 - TALBOTVILLE - MOROKA JUNCTION TRACK,1/11/2018,20180111,FIRE,W201844038,934670,,5.1536,-37.31249423,146.8887501,MOUNT BULLER,2018,1,11
BUSHFIRE,2018,4,UPPER MURRAY 4 - TALLANGATTA VALLEY - WYEEBO,10/1/2017,20171001,FIRE,W201836004,930442,,2.8412,-36.31276302,147.4472876,HUNTERS HILL,2017,10,1
BUSHFIRE,2018,44,OVENS 44 - MT BEAUTY - SIMMONDS GAP,1/22/2018,20180122,FIRE,W201834044,935685,,10.0297,-36.75928532,147.1011148,FALLS CREEK,2018,1,22
BUSHFIRE,2018,45,OVENS 45 - KANCOONA STH - MORGAN CREEK,1/22/2018,20180122,FIRE,W201834045,935689,,1.0273,-36.61519785,146.989932,DARTMOUTH RESERVOIR,2018,1,22
BUSHFIRE,2018,41,UPPER MURRAY 41 - SANDY CREEK - SANDY CREEK TRACK,5/3/2018,20180503,FIRE,W201836041,940192,,13.5103,-36.40564808,147.1266816,DARTMOUTH RESERVOIR,2018,5,3
BUSHFIRE,2018,42,MACALISTER 42 - CALEDONIA - BUTCHER COUNTRY,1/25/2018,20180125,FIRE,W201844042,936109,,0.491,-37.41754082,146.6292118,MOUNT BULLER,2018,1,25
BUSHFIRE,2018,43,MACALISTER 43 - ZEKA CREEK - BICENTENNIAL TRAIL,1/26/2018,20180126,FIRE,W201844043,936241,,2.0485,-37.21197286,146.730251,MOUNT BULLER,2018,1,26
BUSHFIRE,2018,46,OVENS 46 - DANDONGADALE - BUGGERY TRACK,1/22/2018,20180122,FIRE,W201834046,935695,,5.0322,-36.84411429,146.7595701,EDI UPPER,2018,1,22
BUSHFIRE,2018,48,MACALISTER 48 - TALBOTVILLE - MCMILLIANS ROAD,1/27/2018,20180127,FIRE,W201844048,936408,,0.2547,-37.32800693,147.1212496,FALLS CREEK,2018,1,27
